barangay_clean,barangay_alt_name,barangay_psgc,city/municipality,city/mun_psgc,province,province_psgc,region_number,region_name,region_psgc,island_group,country,country_psgc,area_sqkm,helper,category,ai_guess,barangay_raw,groundtruth,Checked?,match category-ai guess,match ai-groundtruth,Notes
Santo Nino II,,PH0402106078,City of Dasmariñas,PH0402106,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.04980203001,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",Santo Niño II,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
Zone I-B,,PH0402106079,City of Dasmariñas,PH0402106,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.6594722085,,Other,"Administrative Boundaries - barangay, district, zone except Poblacion",Zone I-B,"Administrative Boundaries - barangay, district, zone except Poblacion",TRUE,FALSE,TRUE,
H-2,,PH0402106080,City of Dasmariñas,PH0402106,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.2067450974,,Other,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",H-2,Other,TRUE,FALSE,FALSE,
Victoria Reyes,,PH0402106081,City of Dasmariñas,PH0402106,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.2506835056,,Other,"Other Persons - e.g. persons or with titles Dr., Gen., Capt., Mayor, Don, Dona, Judge but not heroes/politicians",Victoria Reyes,"Other Persons - e.g. persons or with titles Dr., Gen., Capt., Mayor, Don, Dona, Judge but not heroes/politicians",TRUE,TRUE,TRUE,
A. Dalusag,,PH0402107001,General Emilio Aguinaldo,PH0402107,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,4.563668141,,Other,Other,A. Dalusag,"Other Persons - e.g. persons or with titles Dr., Gen., Capt., Mayor, Don, Dona, Judge but not heroes/politicians",TRUE,TRUE,FALSE,
Batas Dao,,PH0402107002,General Emilio Aguinaldo,PH0402107,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,4.931542219,,Other,"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",Batas Dao,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",TRUE,TRUE,FALSE,
Castanos Cerca,,PH0402107003,General Emilio Aguinaldo,PH0402107,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,2.034686145,,Other,"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",Castaños Cerca,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",TRUE,TRUE,FALSE,
Castanos Lejos,,PH0402107004,General Emilio Aguinaldo,PH0402107,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,3.184987239,,Other,"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",Castaños Lejos,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",TRUE,TRUE,FALSE,
Kabulusan,,PH0402107005,General Emilio Aguinaldo,PH0402107,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,4.109457406,Duplicate,Other,Other,Kabulusan,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",TRUE,TRUE,FALSE,
Kaymisas,,PH0402107006,General Emilio Aguinaldo,PH0402107,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,4.059032557,,Other,Other,Kaymisas,Other,TRUE,TRUE,TRUE,
Kaypaaba,,PH0402107007,General Emilio Aguinaldo,PH0402107,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,6.644213285,,Other,Other,Kaypaaba,Other,TRUE,TRUE,TRUE,
Lumipa,,PH0402107008,General Emilio Aguinaldo,PH0402107,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,4.377252062,,Other,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",Lumipa,Other,TRUE,FALSE,FALSE,
Narvaez,,PH0402107009,General Emilio Aguinaldo,PH0402107,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,3.803563962,,Other,"Other Persons - e.g. persons or with titles Dr., Gen., Capt., Mayor, Don, Dona, Judge but not heroes/politicians",Narvaez,"Other Persons - e.g. persons or with titles Dr., Gen., Capt., Mayor, Don, Dona, Judge but not heroes/politicians",TRUE,TRUE,TRUE,
Poblacion I,,PH0402107010,General Emilio Aguinaldo,PH0402107,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.08477028953,Duplicate,Poblacion (Town Proper),"Town Proper - Poblacion, Central references",Poblacion I,"Town Proper - Poblacion, Central references",TRUE,TRUE,TRUE,
Tabora,,PH0402107011,General Emilio Aguinaldo,PH0402107,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,2.43558182,,Other,"Other Persons - e.g. persons or with titles Dr., Gen., Capt., Mayor, Don, Dona, Judge but not heroes/politicians",Tabora,"Other Persons - e.g. persons or with titles Dr., Gen., Capt., Mayor, Don, Dona, Judge but not heroes/politicians",TRUE,TRUE,TRUE,
Poblacion II,,PH0402107012,General Emilio Aguinaldo,PH0402107,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.1221999009,Duplicate,Poblacion (Town Proper),"Town Proper - Poblacion, Central references",Poblacion II,"Town Proper - Poblacion, Central references",TRUE,TRUE,TRUE,
Poblacion III,,PH0402107013,General Emilio Aguinaldo,PH0402107,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.1664203713,Duplicate,Poblacion (Town Proper),"Town Proper - Poblacion, Central references",Poblacion III,"Town Proper - Poblacion, Central references",TRUE,TRUE,TRUE,
Poblacion IV,,PH0402107014,General Emilio Aguinaldo,PH0402107,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.1466312983,Duplicate,Poblacion (Town Proper),"Town Proper - Poblacion, Central references",Poblacion IV,"Town Proper - Poblacion, Central references",TRUE,TRUE,TRUE,
Alingaro,,PH0402108001,City of General Trias,PH0402108,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,6.579416335,,Other,"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",Alingaro,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",TRUE,TRUE,FALSE,
Bacao I,,PH0402108002,City of General Trias,PH0402108,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,3.616821231,,Other,"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",Bacao I,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",TRUE,TRUE,FALSE,
Governor Ferrer Poblacion,Barangay 1,PH0402108003,City of General Trias,PH0402108,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.02132295536,,Poblacion (Town Proper),"Other Persons - e.g. persons or with titles Dr., Gen., Capt., Mayor, Don, Dona, Judge but not heroes/politicians",Gov. Ferrer Pob. (Bgy. 1),"Other Persons - e.g. persons or with titles Dr., Gen., Capt., Mayor, Don, Dona, Judge but not heroes/politicians",TRUE,FALSE,TRUE,
Sampalucan Poblacion,Barangay 2,PH0402108004,City of General Trias,PH0402108,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.7516618024,,Poblacion (Town Proper),"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",Sampalucan Pob. (Bgy. 2),"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",TRUE,FALSE,TRUE,
Dulong Bayan Poblacion,Barangay 3,PH0402108005,City of General Trias,PH0402108,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.1854378328,,Poblacion (Town Proper),"Town Proper - Poblacion, Central references",Dulong Bayan Pob. (Bgy. 3),"Directional - North, South, East, West, Upper, Lower, or related names",TRUE,TRUE,FALSE,
San Gabriel Poblacion,Barangay 4,PH0402108006,City of General Trias,PH0402108,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.07690450179,,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Gabriel Pob. (Bgy. 4),"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
Bagumbayan Poblacion,Barangay 5,PH0402108007,City of General Trias,PH0402108,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.02407455118,,Poblacion (Town Proper),"Town Proper - Poblacion, Central references",Bagumbayan Pob. (Bgy. 5),"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",TRUE,TRUE,FALSE,
Vibora Poblacion,Barangay 6,PH0402108008,City of General Trias,PH0402108,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.1079510594,,Poblacion (Town Proper),"Town Proper - Poblacion, Central references",Vibora Pob. (Bgy. 6),"Filipino heroes - e.g. Rizal, Bonifacio, Aguinaldo, Mabini, Del Pilar, Luna, Sakay, GomBurza",TRUE,TRUE,FALSE,Presumably after Artermio Ricarte
Ninety Sixth Poblacion,Barangay 8,PH0402108009,City of General Trias,PH0402108,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.03139321695,,Poblacion (Town Proper),"Town Proper - Poblacion, Central references",Ninety Sixth Pob. (Bgy. 8),Other,TRUE,TRUE,FALSE,Unknown
Prinza Poblacion,Barangay 9,PH0402108010,City of General Trias,PH0402108,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.0757948253,,Poblacion (Town Proper),"Administrative Boundaries - barangay, district, zone except Poblacion",Prinza Pob. (Bgy. 9),"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",TRUE,FALSE,FALSE,"""presa"" dam"
Biclatan,,PH0402108011,City of General Trias,PH0402108,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,3.02041701,,Other,"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",Biclatan,Other,TRUE,TRUE,FALSE,
Buenavista I,,PH0402108012,City of General Trias,PH0402108,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,2.78866001,,Descriptive,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",Buenavista I,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",TRUE,TRUE,TRUE,
Corregidor Poblacion,Barangay 10,PH0402108013,City of General Trias,PH0402108,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.06980561386,,Poblacion (Town Proper),"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",Corregidor Pob. (Bgy. 10),Other,TRUE,FALSE,FALSE,Named after the corregidores of the Spanish crown
Javalera,,PH0402108014,City of General Trias,PH0402108,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,8.573433568,,Other,"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",Javalera,Other,TRUE,TRUE,FALSE,
Manggahan,,PH0402108015,City of General Trias,PH0402108,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,6.522067557,Duplicate,Other,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",Manggahan,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",TRUE,TRUE,TRUE,
Navarro,,PH0402108016,City of General Trias,PH0402108,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,5.550643901,,Other,"Other Persons - e.g. persons or with titles Dr., Gen., Capt., Mayor, Don, Dona, Judge but not heroes/politicians",Navarro,"Other Persons - e.g. persons or with titles Dr., Gen., Capt., Mayor, Don, Dona, Judge but not heroes/politicians",TRUE,TRUE,TRUE,
Panungyanan,,PH0402108017,City of General Trias,PH0402108,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,2.642135908,,Other,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",Panungyanan,Other,TRUE,TRUE,FALSE,
Pasong Camachile I,,PH0402108018,City of General Trias,PH0402108,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.271188302,,Other,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",Pasong Camachile I,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",TRUE,TRUE,TRUE,
Pasong Kawayan I,,PH0402108020,City of General Trias,PH0402108,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.827497723,,Other,"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",Pasong Kawayan I,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",TRUE,TRUE,FALSE,
Pasong Kawayan II,,PH0402108021,City of General Trias,PH0402108,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,7.084350749,,Other,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",Pasong Kawayan II,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",TRUE,FALSE,FALSE,
Pinagtipunan,,PH0402108022,City of General Trias,PH0402108,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.063866123,,Other,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",Pinagtipunan,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",TRUE,FALSE,TRUE,
San Francisco,,PH0402108023,City of General Trias,PH0402108,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,9.131100353,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Francisco,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
San Juan I,,PH0402108025,City of General Trias,PH0402108,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.3482659444,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Juan I,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
Santa Clara,,PH0402108026,City of General Trias,PH0402108,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.8614152466,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",Santa Clara,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
Santiago,,PH0402108027,City of General Trias,PH0402108,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,7.066641207,Duplicate,Other,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",Santiago,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,FALSE,TRUE,
Tapia,,PH0402108028,City of General Trias,PH0402108,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.366814452,,Other,"Other Persons - e.g. persons or with titles Dr., Gen., Capt., Mayor, Don, Dona, Judge but not heroes/politicians",Tapia,"Other Persons - e.g. persons or with titles Dr., Gen., Capt., Mayor, Don, Dona, Judge but not heroes/politicians",TRUE,TRUE,TRUE,
Tejero,,PH0402108029,City of General Trias,PH0402108,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.136696755,,Other,"Other Persons - e.g. persons or with titles Dr., Gen., Capt., Mayor, Don, Dona, Judge but not heroes/politicians",Tejero,"Other Persons - e.g. persons or with titles Dr., Gen., Capt., Mayor, Don, Dona, Judge but not heroes/politicians",TRUE,TRUE,TRUE,
Arnaldo Poblacion,Barangay 7,PH0402108030,City of General Trias,PH0402108,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.04832686165,,Poblacion (Town Proper),"Town Proper - Poblacion, Central references",Arnaldo Pob. (Bgy. 7),"Other Persons - e.g. persons or with titles Dr., Gen., Capt., Mayor, Don, Dona, Judge but not heroes/politicians",TRUE,TRUE,FALSE,Unknown
Bacao II,,PH0402108031,City of General Trias,PH0402108,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,2.464460201,,Other,"Other Persons - e.g. persons or with titles Dr., Gen., Capt., Mayor, Don, Dona, Judge but not heroes/politicians",Bacao II,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",TRUE,TRUE,FALSE,Bakaw/Bakawan
Buenavista II,,PH0402108032,City of General Trias,PH0402108,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,2.129526203,,Descriptive,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",Buenavista II,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",TRUE,TRUE,TRUE,
Buenavista III,,PH0402108033,City of General Trias,PH0402108,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.519772807,,Descriptive,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",Buenavista III,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",TRUE,TRUE,TRUE,
Pasong Camachile II,,PH0402108034,City of General Trias,PH0402108,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,9.103472619,,Other,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",Pasong Camachile II,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",TRUE,TRUE,TRUE,
San Juan II,,PH0402108035,City of General Trias,PH0402108,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.4024602522,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Juan II,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",TRUE,TRUE,TRUE,
