barangay_clean,barangay_alt_name,barangay_psgc,city/municipality,city/mun_psgc,province,province_psgc,region_number,region_name,region_psgc,island_group,country,country_psgc,area_sqkm,helper,category,ai_guess,barangay_raw,groundtruth,Checked?,match category-ai guess,match ai-groundtruth,Notes,factchecked_category
Barangay IV,,PH0402102017,Amadeo,PH0402102,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.1056635213,Duplicate,Other,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay IV (Pob.),"Administrative Boundaries - barangay, district, zone except Poblacion",True,False,True,,Administrative Boundaries
Barangay V,,PH0402102018,Amadeo,PH0402102,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.400664924,Duplicate,Other,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay V (Pob.),"Administrative Boundaries - barangay, district, zone except Poblacion",True,False,True,,Administrative Boundaries
Barangay VI,,PH0402102019,Amadeo,PH0402102,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.1212068132,,Other,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay VI (Pob.),"Administrative Boundaries - barangay, district, zone except Poblacion",True,False,True,,Administrative Boundaries
Barangay VII,,PH0402102020,Amadeo,PH0402102,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.02345638855,,Other,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay VII (Pob.),"Administrative Boundaries - barangay, district, zone except Poblacion",True,False,True,,Administrative Boundaries
Barangay VIII,,PH0402102021,Amadeo,PH0402102,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.2195536716,,Other,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay VIII (Pob.),"Administrative Boundaries - barangay, district, zone except Poblacion",True,False,True,,Administrative Boundaries
Barangay IX,,PH0402102022,Amadeo,PH0402102,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.04284549035,,Other,"Administrative Boundaries - barangay, district, zone except Poblacion",Barangay IX (Pob.),"Administrative Boundaries - barangay, district, zone except Poblacion",True,False,True,,Administrative Boundaries
Salaban,,PH0402102023,Amadeo,PH0402102,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.500024653,,Other,"Other Persons - e.g. persons or with titles Dr., Gen., Capt., Mayor, Don, Dona, Judge but not heroes/politicians",Salaban,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",True,True,False,,Descriptive/Adjective
Talon,,PH0402102024,Amadeo,PH0402102,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,3.155401209,,Other,"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",Talon,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",True,True,False,,Geographic
Tamacan,,PH0402102025,Amadeo,PH0402102,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,2.275479364,,Other,Other,Tamacan,Other,True,True,True,,Other
Buho,,PH0402102026,Amadeo,PH0402102,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.8080115146,Duplicate,Other,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",Buho,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",True,True,True,,Geographic
Minantok Silangan,,PH0402102027,Amadeo,PH0402102,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.688852342,,Other,"Directional - North, South, East, West, Upper, Lower, or related names",Minantok Silangan,Other,True,False,False,,Other
Alima,,PH0402103001,Bacoor City,PH0402103,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.5400801106,,Other,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",Alima,Other,True,False,False,Could be the front quarter of a butchered animal ,Other
Aniban I,,PH0402103002,Bacoor City,PH0402103,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.2635914817,,Other,"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",Aniban I,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",True,True,False,,Descriptive/Adjective
Banalo,,PH0402103003,Bacoor City,PH0402103,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.1949486811,,Other,"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",Banalo,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",True,True,False,,Fruits/Plants
Bayanan,,PH0402103004,Bacoor City,PH0402103,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,2.369877036,Duplicate,Other,"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",Bayanan,"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",True,True,True,,Place
Daang Bukid,,PH0402103005,Bacoor City,PH0402103,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.2080524216,,Other,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",Daang Bukid,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",True,True,True,,Geographic
Digman,,PH0402103006,Bacoor City,PH0402103,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.1573886713,,Other,"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",Digman,Other,True,True,False,,Other
Dulong Bayan,,PH0402103007,Bacoor City,PH0402103,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.4514198003,Duplicate,Other,"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",Dulong Bayan,"Directional - North, South, East, West, Upper, Lower, or related names",True,True,False,,Directional
Habay I,,PH0402103008,Bacoor City,PH0402103,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.639756569,,Other,"Administrative Boundaries - barangay, district, zone except Poblacion",Habay I,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",True,False,False,Something carried while worn,Descriptive/Adjective
Kaingin,,PH0402103009,Bacoor City,PH0402103,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.4191468411,,Other,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",Kaingin (Pob.),"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",True,False,True,,Descriptive/Adjective
Ligas I,,PH0402103010,Bacoor City,PH0402103,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.1750559627,,Other,"Administrative Boundaries - barangay, district, zone except Poblacion",Ligas I,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",True,False,False,,Fruits/Plants
Mabolo I,,PH0402103011,Bacoor City,PH0402103,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.1687201715,,Other,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",Mabolo I,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",True,True,True,,Fruits/Plants
Maliksi I,,PH0402103012,Bacoor City,PH0402103,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.4077076256,,Other,"Other Persons - e.g. persons or with titles Dr., Gen., Capt., Mayor, Don, Dona, Judge but not heroes/politicians",Maliksi I,"Other Persons - e.g. persons or with titles Dr., Gen., Capt., Mayor, Don, Dona, Judge but not heroes/politicians",True,True,True,,Other Persons
Mambog I,,PH0402103013,Bacoor City,PH0402103,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.5686408393,,Other,"Administrative Boundaries - barangay, district, zone except Poblacion",Mambog I,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",True,False,False,,Fruits/Plants
Molino I,,PH0402103014,Bacoor City,PH0402103,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.6303062619,,Other,"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",Molino I,"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",True,True,True,,Place
Niog I,,PH0402103015,Bacoor City,PH0402103,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.1741485561,,Other,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",Niog I,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",True,True,True,,Fruits/Plants
P.F. Espiritu I,Panapaan,PH0402103018,Bacoor City,PH0402103,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.2440812982,,Other,"Other Persons - e.g. persons or with titles Dr., Gen., Capt., Mayor, Don, Dona, Judge but not heroes/politicians",P.F. Espiritu I (Panapaan),"Other Persons - e.g. persons or with titles Dr., Gen., Capt., Mayor, Don, Dona, Judge but not heroes/politicians",True,True,True,,Other Persons
Real I,,PH0402103019,Bacoor City,PH0402103,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.4053385519,,Other,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",Real I,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",True,False,True,,Descriptive/Adjective
Salinas I,,PH0402103020,Bacoor City,PH0402103,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.6526589569,,Other,"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",Salinas I,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",True,True,False,,Geographic
San Nicolas I,,PH0402103021,Bacoor City,PH0402103,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.4616383215,Duplicate,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",San Nicolas I,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",True,True,True,,Religious
Sineguelasan,,PH0402103022,Bacoor City,PH0402103,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.3005018777,,Other,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",Sineguelasan,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",True,True,True,,Fruits/Plants
Tabing Dagat,,PH0402103023,Bacoor City,PH0402103,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.2080251967,,Other,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",Tabing Dagat,"Geographic - Hill, Mountain, Valley, Island, Lake, River, Bay, or other features",True,True,True,,Geographic
Talaba I,,PH0402103024,Bacoor City,PH0402103,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.03669128395,,Other,"Animals - e.g. Talaba, Rooster, Tatiyao, Rooster, Carabao",Talaba I,"Animals - e.g. Talaba, Rooster, Tatiyao, Rooster, Carabao",True,False,True,,Animals
Zapote I,,PH0402103025,Bacoor City,PH0402103,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.0677964594,,Other,"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",Zapote I,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",True,True,False,,Fruits/Plants
Queens Row Central,,PH0402103026,Bacoor City,PH0402103,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.2613082279,,Poblacion (Town Proper),"Place - derived from places e.g. Molino for Mills, Toclong for small church, other names related to location but not geographic",Queens Row Central,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",True,False,False,,Descriptive/Adjective
Queens Row East,,PH0402103027,Bacoor City,PH0402103,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.7372133511,,Directional,"Directional - North, South, East, West, Upper, Lower, or related names",Queens Row East,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",True,True,False,,Descriptive/Adjective
Queens Row West,,PH0402103028,Bacoor City,PH0402103,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.6202016043,,Directional,"Directional - North, South, East, West, Upper, Lower, or related names",Queens Row West,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",True,True,False,,Descriptive/Adjective
Aniban II,,PH0402103029,Bacoor City,PH0402103,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.08472235715,,Other,Other,Aniban II,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",True,True,False,,Descriptive/Adjective
Aniban III,,PH0402103030,Bacoor City,PH0402103,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.04587617994,,Other,"Administrative Boundaries - barangay, district, zone except Poblacion",Aniban III,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",True,False,False,,Descriptive/Adjective
Aniban IV,,PH0402103031,Bacoor City,PH0402103,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.09485070969,,Other,"Administrative Boundaries - barangay, district, zone except Poblacion",Aniban IV,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",True,False,False,,Descriptive/Adjective
Aniban V,,PH0402103032,Bacoor City,PH0402103,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.28868286,,Other,"Administrative Boundaries - barangay, district, zone except Poblacion",Aniban V,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",True,False,False,,Descriptive/Adjective
Campo Santo,,PH0402103033,Bacoor City,PH0402103,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.1204905349,,Religious,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",Campo Santo,"Religious - San, Saint, Santa, Santo, Salvacion, Concepcion, Assumption, or religion-related",True,True,True,,Religious
Habay II,,PH0402103034,Bacoor City,PH0402103,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.6018238758,,Other,"Administrative Boundaries - barangay, district, zone except Poblacion",Habay II,"Descriptive/Adjective - Buenavista, Maganda, or words that may describe in English, Spanish or Tagalog",True,False,False,,Descriptive/Adjective
Ligas II,,PH0402103035,Bacoor City,PH0402103,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.3765362959,,Other,"Administrative Boundaries - barangay, district, zone except Poblacion",Ligas II,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",True,False,False,,Fruits/Plants
Ligas III,,PH0402103036,Bacoor City,PH0402103,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.2836315412,,Other,"Administrative Boundaries - barangay, district, zone except Poblacion",Ligas III,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",True,False,False,,Fruits/Plants
Mabolo II,,PH0402103037,Bacoor City,PH0402103,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.2293021957,,Other,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",Mabolo II,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",True,True,True,,Fruits/Plants
Mabolo III,,PH0402103038,Bacoor City,PH0402103,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.2077294512,,Other,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",Mabolo III,"Fruits/Plants - Mango, banana, guava, santol, coconut, or other Filipino trees or plants, etc",True,True,True,,Fruits/Plants
Maliksi II,,PH0402103039,Bacoor City,PH0402103,Cavite,PH04021,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.08626705168,,Other,"Other Persons - e.g. persons or with titles Dr., Gen., Capt., Mayor, Don, Dona, Judge but not heroes/politicians",Maliksi II,"Other Persons - e.g. persons or with titles Dr., Gen., Capt., Mayor, Don, Dona, Judge but not heroes/politicians",True,True,True,,Other Persons
